w_Si(nm),h_Si(nm),Refractive Index(real part),Refractive Index(imaginary part) 
172,236,2.412,-0.038449
172,237,2.4215,-0.037797
172,238,2.4306,-0.037547
172,239,2.4401,-0.03666
172,240,2.4493,-0.036171
172,241,2.4583,-0.035626
172,242,2.4671,-0.035129
172,243,2.4758,-0.034617
172,244,2.4844,-0.034173
172,245,2.4929,-0.033738
172,246,2.5013,-0.033308
172,247,2.5095,-0.032923
172,248,2.5176,-0.032585
172,249,2.5254,-0.0323
172,250,2.5335,-0.031933
172,251,2.5412,-0.031693
172,252,2.549,-0.031571
172,253,2.5564,-0.031474
172,254,2.5639,-0.031431
172,255,2.5714,-0.031392
172,256,2.5788,-0.031384
172,257,2.5857,-0.031125
172,258,2.5927,-0.031023
172,259,2.5997,-0.03087
172,260,2.6065,-0.031208
172,261,2.6134,-0.03124
172,262,2.6203,-0.031523
172,263,2.6274,-0.032034
172,264,2.6332,-0.029549
172,265,2.6393,-0.031774
172,266,2.6458,-0.032224
172,267,2.6524,-0.03299
172,268,2.6593,-0.03433
172,269,2.6657,-0.034932
172,270,2.672,-0.035696
172.1,220,2.2374,-0.044761
172.2,220,2.2373,-0.044761
172.3,220,2.2373,-0.044758
172.4,220,2.2372,-0.044756
172.5,220,2.2371,-0.044754
172.6,220,2.2371,-0.044752
172.7,220,2.237,-0.04475
172.8,220,2.2369,-0.044746
172.9,220,2.2369,-0.044742
173,220,2.2369,-0.044338
173,221,2.2491,-0.045382
173,222,2.2608,-0.045068
173,223,2.2723,-0.044647
173,224,2.284,-0.044398
173,225,2.2952,-0.043926
173,226,2.3068,-0.043667
173,227,2.318,-0.043265
173,228,2.329,-0.042776
173,229,2.3399,-0.042336
173,230,2.3506,-0.041646
173,231,2.3605,-0.041295
173,232,2.3715,-0.040679
173,233,2.3817,-0.040028
173,234,2.3917,-0.039435
173,235,2.4011,-0.039249
173,236,2.4114,-0.038427
173,237,2.4204,-0.038089
173,238,2.4302,-0.037159
173,239,2.4395,-0.036622
173,240,2.4486,-0.036109
173,241,2.4576,-0.03557
173,242,2.4664,-0.035088
173,243,2.4751,-0.034584
173,244,2.4837,-0.034141
173,245,2.4922,-0.033703
173,246,2.5007,-0.033274
173,247,2.5088,-0.032891
173,248,2.517,-0.032548
173,249,2.5248,-0.032249
173,250,2.5327,-0.031898
173,251,2.5406,-0.03169
173,252,2.5484,-0.031539
173,253,2.5558,-0.031414
173,254,2.5633,-0.031351
173,255,2.5707,-0.031356
173,256,2.5781,-0.031286
173,257,2.5851,-0.031507
173,258,2.5922,-0.031143
173,259,2.5991,-0.030884
173,260,2.6063,-0.031474
173,261,2.6131,-0.031427
173,262,2.62,-0.031665
173,263,2.6268,-0.032056
173,264,2.633,-0.032789
173,265,2.6388,-0.031659
173,266,2.6455,-0.032451
173,267,2.6519,-0.032901
173,268,2.6587,-0.034145
173,269,2.6651,-0.0349
173,270,2.6713,-0.035629
173.1,220,2.2367,-0.044735
173.2,220,2.2367,-0.044729
173.3,220,2.2366,-0.04473
173.4,220,2.2365,-0.044735
173.5,220,2.2365,-0.044733
173.6,220,2.2364,-0.044725
173.7,220,2.2363,-0.044719
173.8,220,2.2362,-0.044718
173.9,220,2.2362,-0.044721
174,220,2.2361,-0.044711
174,221,2.2484,-0.045351
174,222,2.2601,-0.044964
174,223,2.2718,-0.044713
174,224,2.2834,-0.044372
174,225,2.2945,-0.043915
174,226,2.3062,-0.04361
174,227,2.3169,-0.043116
174,228,2.3284,-0.04275
174,229,2.3392,-0.042277
174,230,2.3499,-0.041637
174,231,2.3598,-0.041303
174,232,2.3708,-0.040576
174,233,2.381,-0.040019
174,234,2.391,-0.039424
174,235,2.4004,-0.039225
174,236,2.4107,-0.0384
174,237,2.4198,-0.038055
174,238,2.4296,-0.037134
174,239,2.4388,-0.036608
174,240,2.448,-0.036096
174,241,2.457,-0.035542
174,242,2.4658,-0.035066
174,243,2.4745,-0.034557
174,244,2.4831,-0.034106
174,245,2.4916,-0.03368
174,246,2.5,-0.033237
174,247,2.5082,-0.032869
174,248,2.5163,-0.032494
174,249,2.5243,-0.03227
174,250,2.5321,-0.031864
174,251,2.5399,-0.031694
174,252,2.5475,-0.031595
174,253,2.5561,-0.031093
174,254,2.5627,-0.031305
174,255,2.5702,-0.031326
174,256,2.5775,-0.03124
174,257,2.5848,-0.031185
174,258,2.5916,-0.031041
174,259,2.5986,-0.031197
174,260,2.6057,-0.031381
174,261,2.6125,-0.031372
174,262,2.6194,-0.031661
174,263,2.6263,-0.032069
174,264,2.6321,-0.032282
174,265,2.6382,-0.031711
174,266,2.6447,-0.032127
174,267,2.6518,-0.033447
174,268,2.658,-0.034018
174,269,2.6644,-0.034689
174,270,2.6706,-0.035469
174.1,220,2.236,-0.044703
174.2,220,2.236,-0.044693
174.3,220,2.2359,-0.04471
174.4,220,2.2359,-0.044687
174.5,220,2.2358,-0.044684
174.6,220,2.2357,-0.044682
174.7,220,2.2356,-0.044687
174.8,220,2.2356,-0.044684
174.9,220,2.2355,-0.044681
175,220,2.2354,-0.044681
175,221,2.2477,-0.045343
175,222,2.2594,-0.044996
175,223,2.2711,-0.044682
175,224,2.2824,-0.044239
175,225,2.2942,-0.043954
175,226,2.3051,-0.043455
175,227,2.3167,-0.043145
175,228,2.3272,-0.042636
175,229,2.3386,-0.042174
175,230,2.3492,-0.041608
175,231,2.3598,-0.041093
175,232,2.3702,-0.040546
175,233,2.3803,-0.039968
175,234,2.3904,-0.039396
175,235,2.3998,-0.039194
175,236,2.41,-0.038332
175,237,2.4195,-0.037685
175,238,2.4289,-0.037101
175,239,2.4382,-0.036588
175,240,2.4474,-0.036066
175,241,2.4564,-0.035515
175,242,2.4652,-0.035039
175,243,2.4738,-0.034542
175,244,2.4825,-0.034072
175,245,2.4909,-0.033652
175,246,2.4994,-0.033207
175,247,2.5076,-0.032829
175,248,2.5157,-0.032458
175,249,2.5235,-0.032235
175,250,2.5315,-0.03182
175,251,2.5393,-0.031577
175,252,2.547,-0.03155
175,253,2.5555,-0.031042
175,254,2.5621,-0.031171
175,255,2.5695,-0.031191
175,256,2.5769,-0.031202
175,257,2.5843,-0.031141
175,258,2.591,-0.03098
175,259,2.598,-0.031136
175,260,2.6047,-0.030971
175,261,2.6117,-0.03114
175,262,2.6188,-0.031563
175,263,2.6262,-0.032434
175,264,2.6328,-0.032708
175,265,2.6384,-0.029874
175,266,2.6443,-0.032284
175,267,2.6511,-0.033194
175,268,2.6574,-0.03391
175,269,2.6637,-0.034599
175,270,2.67,-0.035329
175.1,220,2.2354,-0.044679
175.2,220,2.2353,-0.044675
175.3,220,2.2352,-0.04467
175.4,220,2.2352,-0.044669
175.5,220,2.2351,-0.044665
175.6,220,2.235,-0.044667
175.7,220,2.235,-0.044663
175.8,220,2.2349,-0.044657
175.9,220,2.2348,-0.044653
176,220,2.2348,-0.044651
176,221,2.247,-0.045287
176,222,2.2588,-0.044959
176,223,2.2705,-0.044648
176,224,2.2821,-0.044305
176,225,2.2935,-0.043933
176,226,2.3048,-0.043544
176,227,2.316,-0.043135
176,228,2.3265,-0.042595
176,229,2.3379,-0.042142
176,230,2.3486,-0.041573
176,231,2.3591,-0.041061
176,232,2.3695,-0.040536
176,233,2.3797,-0.039937
176,234,2.3897,-0.039378
176,235,2.3996,-0.038827
176,236,2.4093,-0.0382
176,237,2.4188,-0.037583
176,238,2.4283,-0.037079
176,239,2.4376,-0.036556
176,240,2.4467,-0.036011
176,241,2.4557,-0.035489
176,242,2.4646,-0.03501
176,243,2.4732,-0.034504
176,244,2.4819,-0.034045
176,245,2.4903,-0.033606
176,246,2.4988,-0.033167
176,247,2.507,-0.032798
176,248,2.5151,-0.032417
176,249,2.5229,-0.032189
176,250,2.531,-0.031777
176,251,2.5387,-0.03153
176,252,2.5464,-0.031568
176,253,2.5549,-0.031018
176,254,2.5615,-0.031103
176,255,2.5689,-0.031151
176,256,2.5763,-0.031105
176,257,2.5836,-0.031049
176,258,2.5904,-0.030919
176,259,2.5971,-0.030807
176,260,2.6042,-0.030917
176,261,2.6111,-0.031106
176,262,2.618,-0.031347
176,263,2.6251,-0.031794
176,264,2.632,-0.032312
176,265,2.6376,-0.029868
176,266,2.6437,-0.032163
176,267,2.6505,-0.033152
176,268,2.657,-0.033814
176,269,2.6631,-0.034453
176,270,2.6694,-0.035124
176.1,220,2.2347,-0.044647
176.2,220,2.2346,-0.04464
176.3,220,2.2346,-0.044638
176.4,220,2.2345,-0.044635
176.5,220,2.2344,-0.044631
176.6,220,2.2344,-0.044599
176.7,220,2.2343,-0.044597
176.8,220,2.2343,-0.044593
176.9,220,2.2342,-0.044596
177,220,2.2341,-0.04459
177,221,2.2464,-0.045277
177,222,2.2581,-0.044929
177,223,2.2698,-0.044605
177,224,2.2814,-0.044266
177,225,2.2929,-0.043879
177,226,2.3042,-0.043505
177,227,2.3154,-0.0431
177,228,2.3259,-0.042565
177,229,2.3373,-0.042076
177,230,2.3479,-0.041561
177,231,2.3585,-0.041034
177,232,2.3689,-0.040493
177,233,2.3785,-0.040107
177,234,2.3891,-0.039352
177,235,2.399,-0.038793
177,236,2.4087,-0.038195
177,237,2.4182,-0.037559
177,238,2.4276,-0.037035
177,239,2.437,-0.036521
177,240,2.4461,-0.035949
177,241,2.4551,-0.035462
177,242,2.4641,-0.035314
177,243,2.4726,-0.034468
177,244,2.4813,-0.034015
177,245,2.4898,-0.033559
177,246,2.4981,-0.033177
177,247,2.5064,-0.032764
177,248,2.5145,-0.032379
177,249,2.5224,-0.032106
177,250,2.5303,-0.031733
177,251,2.5381,-0.031505
177,252,2.5458,-0.031466
177,253,2.5543,-0.030967
177,254,2.5609,-0.031031
177,255,2.5683,-0.031059
177,256,2.5757,-0.031027
177,257,2.583,-0.030992
177,258,2.5896,-0.03057
177,259,2.5966,-0.030738
177,260,2.6036,-0.030804
177,261,2.6105,-0.030936
177,262,2.6175,-0.03128
177,263,2.6244,-0.031666
177,264,2.631,-0.031942
177,265,2.6366,-0.031796
177,266,2.6431,-0.032093
177,267,2.6499,-0.033033
177,268,2.6563,-0.033657
177,269,2.6625,-0.034356
177,270,2.6688,-0.035071
177.1,220,2.2341,-0.044614
177.2,220,2.234,-0.04461
177.3,220,2.2339,-0.044605
177.4,220,2.2339,-0.044601
177.5,220,2.2338,-0.044603
177.6,220,2.2338,-0.044598
177.7,220,2.2337,-0.044593
177.8,220,2.2336,-0.044588
177.9,220,2.2336,-0.044569
178,220,2.2335,-0.04458
178,221,2.2457,-0.045245
178,222,2.2574,-0.044828
178,223,2.269,-0.044465
178,224,2.2807,-0.044242
178,225,2.2922,-0.043824
178,226,2.3035,-0.043469
178,227,2.3147,-0.043055
178,228,2.3258,-0.042576
178,229,2.3366,-0.042082
178,230,2.3473,-0.041545
178,231,2.3578,-0.041003
178,232,2.3682,-0.040454
178,233,2.3779,-0.040019
178,234,2.3885,-0.039322
178,235,2.3983,-0.038752
178,236,2.4081,-0.038174
178,237,2.4176,-0.037518
178,238,2.427,-0.037002
178,239,2.4363,-0.0365
178,240,2.4455,-0.035915
178,241,2.4544,-0.035425
178,242,2.4634,-0.035291
178,243,2.472,-0.034435
178,244,2.4807,-0.03398
178,245,2.4892,-0.03353
178,246,2.4975,-0.033142
178,247,2.5057,-0.032732
178,248,2.5139,-0.032403
178,249,2.5218,-0.032068
178,250,2.5298,-0.031731
178,251,2.5376,-0.031436
178,252,2.5452,-0.031407
178,253,2.5528,-0.031382
178,254,2.5603,-0.030985
178,255,2.5677,-0.031006
178,256,2.5751,-0.03095
178,257,2.5824,-0.030936
178,258,2.5897,-0.031043
178,259,2.596,-0.030633
178,260,2.6032,-0.031097
178,261,2.6102,-0.031377
178,262,2.6168,-0.031169
178,263,2.6238,-0.031667
178,264,2.6304,-0.031865
178,265,2.636,-0.031572
178,266,2.6425,-0.031803
178,267,2.6493,-0.032851
178,268,2.6558,-0.033555
178,269,2.6619,-0.034124
178,270,2.6682,-0.034964
178.1,220,2.2334,-0.044576
178.2,220,2.2334,-0.044573
178.3,220,2.2333,-0.04457
178.4,220,2.2332,-0.044566
178.5,220,2.2332,-0.044555
178.6,220,2.2331,-0.044551
178.7,220,2.2331,-0.044551
178.8,220,2.233,-0.044549
178.9,220,2.2329,-0.044564
179,220,2.2328,-0.044563
179,221,2.2451,-0.045212
179,222,2.2568,-0.044859
179,223,2.2684,-0.044444
179,224,2.2799,-0.044075
179,225,2.2916,-0.043791
179,226,2.3029,-0.043422
179,227,2.3141,-0.043041
179,228,2.3251,-0.042521
179,229,2.336,-0.042029
179,230,2.3461,-0.041506
179,231,2.3572,-0.040978
179,232,2.3676,-0.040435
179,233,2.3772,-0.040004
179,234,2.3878,-0.039313
179,235,2.3977,-0.038741
179,236,2.4074,-0.038131
179,237,2.4169,-0.03749
179,238,2.4264,-0.03698
179,239,2.4357,-0.036465
179,240,2.4448,-0.035887
179,241,2.4538,-0.035388
179,242,2.4628,-0.035263
179,243,2.4714,-0.034404
179,244,2.4799,-0.033961
179,245,2.4885,-0.033515
179,246,2.4969,-0.0331
179,247,2.5052,-0.032691
179,248,2.5133,-0.032382
179,249,2.5213,-0.032042
179,250,2.5292,-0.031647
179,251,2.537,-0.031419
179,252,2.5446,-0.031415
179,253,2.5523,-0.031359
179,254,2.5607,-0.030615
179,255,2.5671,-0.030948
179,256,2.5747,-0.030972
179,257,2.5819,-0.030859
179,258,2.5891,-0.03097
179,259,2.5954,-0.030562
179,260,2.6025,-0.030701
179,261,2.6094,-0.030935
179,262,2.6165,-0.031617
179,263,2.6231,-0.031399
179,264,2.6299,-0.031757
179,265,2.6373,-0.033102
179,266,2.642,-0.029923
179,267,2.6487,-0.032669
179,268,2.6553,-0.033509
179,269,2.6614,-0.034077
179,270,2.6676,-0.034736
179.1,220,2.2328,-0.044553
179.2,220,2.2327,-0.044546
179.3,220,2.2326,-0.044549
179.4,220,2.2326,-0.044541
179.5,220,2.2325,-0.044533
179.6,220,2.2325,-0.044537
179.7,220,2.2324,-0.044534
179.8,220,2.2323,-0.044532
179.9,220,2.2323,-0.044532
180,220,2.2322,-0.044528
180,221,2.2444,-0.045156
180,222,2.2561,-0.044759
180,223,2.2677,-0.044398
180,224,2.2792,-0.044028
180,225,2.2909,-0.043759
180,226,2.3023,-0.043374
180,227,2.3135,-0.042952
180,228,2.3245,-0.042499
180,229,2.3353,-0.042026
180,230,2.346,-0.041389
180,231,2.3566,-0.040954
180,232,2.3669,-0.040358
180,233,2.3771,-0.039782
180,234,2.3872,-0.039265
180,235,2.3971,-0.038685
180,236,2.4068,-0.038103
180,237,2.4163,-0.037466
180,238,2.4258,-0.036936
180,239,2.4349,-0.036745
180,240,2.4442,-0.035856
180,241,2.4532,-0.03536
180,242,2.4621,-0.03486
180,243,2.4708,-0.034373
180,244,2.4793,-0.033929
180,245,2.4879,-0.033485
180,246,2.4962,-0.033079
180,247,2.5046,-0.032672
180,248,2.5127,-0.032338
180,249,2.5207,-0.032013
180,250,2.5285,-0.031756
180,251,2.5364,-0.031364
180,252,2.544,-0.031387
180,253,2.5517,-0.031321
180,254,2.5601,-0.030572
180,255,2.5666,-0.030891
180,256,2.574,-0.03086
180,257,2.5811,-0.030682
180,258,2.5884,-0.03081
180,259,2.5949,-0.030492
180,260,2.6019,-0.03064
180,261,2.6088,-0.030837
180,262,2.6157,-0.031038
180,263,2.6225,-0.031318
180,264,2.6298,-0.032473
180,265,2.6366,-0.032924
180,266,2.6406,-0.030183
180,267,2.6484,-0.032811
180,268,2.6547,-0.033427
180,269,2.661,-0.033937
180,270,2.6673,-0.035142
180.1,220,2.2321,-0.044524
180.2,220,2.2321,-0.044519
180.3,220,2.232,-0.044515
180.4,220,2.2319,-0.044518
180.5,220,2.2319,-0.044512
180.6,220,2.2318,-0.044513
180.7,220,2.2317,-0.044509
180.8,220,2.2317,-0.044509
180.9,220,2.2316,-0.044501
181,220,2.2316,-0.044488
181,221,2.2438,-0.045148
181,222,2.2556,-0.044786
181,223,2.2672,-0.044458
181,224,2.2786,-0.044004
181,225,2.2903,-0.04372
181,226,2.3013,-0.043213
181,227,2.3128,-0.042932
181,228,2.3239,-0.042471
181,229,2.3347,-0.041906
181,230,2.3454,-0.041379
181,231,2.3554,-0.040992
181,232,2.3664,-0.040416
181,233,2.3765,-0.039721
181,234,2.3866,-0.039247
181,235,2.3965,-0.038683
181,236,2.4062,-0.038096
181,237,2.4157,-0.037456
181,238,2.4252,-0.036939
181,239,2.4343,-0.036806
181,240,2.4436,-0.035834
181,241,2.4526,-0.035339
181,242,2.4614,-0.034818
181,243,2.4702,-0.034344
181,244,2.4787,-0.033889
181,245,2.4873,-0.033457
181,246,2.4957,-0.033038
181,247,2.504,-0.03264
181,248,2.5121,-0.032296
181,249,2.5201,-0.031995
181,250,2.528,-0.031708
181,251,2.5359,-0.031365
181,252,2.5434,-0.031371
181,253,2.5511,-0.031291
181,254,2.5596,-0.03052
181,255,2.566,-0.030803
181,256,2.5735,-0.030932
181,257,2.5806,-0.030746
181,258,2.588,-0.030958
181,259,2.5944,-0.030466
181,260,2.6013,-0.030553
181,261,2.6083,-0.030714
181,262,2.6151,-0.030964
181,263,2.6219,-0.031252
181,264,2.6288,-0.031741
181,265,2.6356,-0.032308
181,266,2.6413,-0.032747
181,267,2.6479,-0.032787
181,268,2.6541,-0.033148
181,269,2.6607,-0.034035
181,270,2.6667,-0.035171
181.1,220,2.2315,-0.044504
181.2,220,2.2314,-0.044498
181.3,220,2.2313,-0.044497
181.4,220,2.2313,-0.044492
181.5,220,2.2312,-0.044491
181.6,220,2.2312,-0.044489
181.7,220,2.2311,-0.044484
181.8,220,2.231,-0.044479
181.9,220,2.231,-0.044477
182,220,2.2309,-0.044475
182,221,2.2432,-0.045115
182,222,2.2549,-0.044756
182,223,2.2666,-0.04441
182,224,2.2782,-0.044083
182,225,2.2897,-0.043679
182,226,2.301,-0.043296
182,227,2.3117,-0.042783
182,228,2.3232,-0.042401
182,229,2.3341,-0.04189
182,230,2.3448,-0.041338
182,231,2.3547,-0.040945
182,232,2.3657,-0.04026
182,233,2.3759,-0.039704
182,234,2.386,-0.039184
182,235,2.3959,-0.038641
182,236,2.4056,-0.038047
182,237,2.4151,-0.037419
182,238,2.4246,-0.036896
182,239,2.4337,-0.036768
182,240,2.443,-0.035799
182,241,2.452,-0.035275
182,242,2.4609,-0.034772
182,243,2.4696,-0.034316
182,244,2.4782,-0.033849
182,245,2.4868,-0.033397
182,246,2.4951,-0.033022
182,247,2.5035,-0.032585
182,248,2.5115,-0.032261
182,249,2.5195,-0.031964
182,250,2.5274,-0.031668
182,251,2.5352,-0.031513
182,252,2.5429,-0.031272
182,253,2.5506,-0.031207
182,254,2.559,-0.030421
182,255,2.5654,-0.030822
182,256,2.573,-0.030889
182,257,2.58,-0.030583
182,258,2.5872,-0.030623
182,259,2.5938,-0.030806
182,260,2.6008,-0.030507
182,261,2.6077,-0.030642
182,262,2.6145,-0.030851
182,263,2.6214,-0.031179
182,264,2.6282,-0.03166
182,265,2.6347,-0.032065
182,266,2.6405,-0.032508
182,267,2.6462,-0.030671
182,268,2.6535,-0.033024
182,269,2.6601,-0.033893
182,270,2.6662,-0.035001
182.1,220,2.2308,-0.044475
182.2,220,2.2308,-0.044471
182.3,220,2.2307,-0.044466
182.4,220,2.2307,-0.044463
182.5,220,2.2306,-0.044457
182.6,220,2.2305,-0.044437
182.7,220,2.2305,-0.044459
182.8,220,2.2304,-0.044457
182.9,220,2.2303,-0.044435
183,220,2.2303,-0.044426
183.1,220,2.2302,-0.044422
183.2,220,2.2302,-0.044416
183.3,220,2.2301,-0.044414
183.4,220,2.23,-0.044412
183.5,220,2.23,-0.044436
183.6,220,2.2299,-0.044432
183.7,220,2.2298,-0.04443
183.8,220,2.2298,-0.044426
183.9,220,2.2297,-0.044417
184,220,2.2297,-0.044415
184,221,2.2419,-0.045024
184,222,2.2536,-0.04462
184,223,2.2654,-0.044341
184,224,2.277,-0.043988
184,225,2.2881,-0.04352
184,226,2.2998,-0.043193
184,227,2.311,-0.042746
184,228,2.322,-0.042287
184,229,2.3329,-0.041855
184,230,2.3436,-0.04131
184,231,2.3541,-0.040765
184,232,2.3645,-0.040175
184,233,2.3747,-0.039643
184,234,2.3847,-0.039018
184,235,2.3947,-0.038541
184,236,2.404,-0.03823
184,237,2.4139,-0.037357
184,238,2.4232,-0.037159
184,239,2.4327,-0.03625
184,240,2.4419,-0.035738
184,241,2.4508,-0.035207
184,242,2.4597,-0.034712
184,243,2.4685,-0.03424
184,244,2.477,-0.033789
184,245,2.4856,-0.033333
184,246,2.494,-0.032936
184,247,2.5022,-0.032568
184,248,2.5104,-0.032188
184,249,2.5184,-0.031877
184,250,2.5263,-0.031582
184,251,2.534,-0.03149
184,252,2.5418,-0.031198
184,253,2.5494,-0.031095
184,254,2.5571,-0.030979
184,255,2.5643,-0.030685
184,256,2.5719,-0.030833
184,257,2.5789,-0.030533
184,258,2.5862,-0.030776
184,259,2.5934,-0.030891
184,260,2.5998,-0.030493
184,261,2.6065,-0.030593
184,262,2.6134,-0.030762
184,263,2.6203,-0.031067
184,264,2.6273,-0.031733
184,265,2.6337,-0.032018
184,266,2.6411,-0.032846
184,267,2.6452,-0.030288
184,268,2.6526,-0.032952
184,269,2.6589,-0.033489
184,270,2.6655,-0.034495
184.1,220,2.2296,-0.04441
184.2,220,2.2296,-0.044399
184.3,220,2.2295,-0.044399
184.4,220,2.2294,-0.044405
184.5,220,2.2294,-0.0444
184.6,220,2.2293,-0.044399
184.7,220,2.2292,-0.044389
184.8,220,2.2292,-0.044369
184.9,220,2.2291,-0.044392
185,220,2.2291,-0.044388
185,221,2.2413,-0.045014
185,222,2.2531,-0.044648
185,223,2.2648,-0.044305
185,224,2.2764,-0.043942
185,225,2.2879,-0.043573
185,226,2.2992,-0.043157
185,227,2.3104,-0.042692
185,228,2.3214,-0.042264
185,229,2.3323,-0.041825
185,230,2.343,-0.041282
185,231,2.3535,-0.040674
185,232,2.3639,-0.040119
185,233,2.3741,-0.039602
185,234,2.3841,-0.038998
185,235,2.394,-0.038415
185,236,2.4034,-0.038186
185,237,2.4134,-0.037323
185,238,2.4228,-0.036802
185,239,2.4321,-0.036228
185,240,2.4413,-0.035708
185,241,2.4503,-0.035188
185,242,2.4591,-0.034674
185,243,2.468,-0.034515
185,244,2.4764,-0.03376
185,245,2.485,-0.033321
185,246,2.4934,-0.032911
185,247,2.5017,-0.03252
185,248,2.5098,-0.032159
185,249,2.5178,-0.031786
185,250,2.5258,-0.031546
185,251,2.5335,-0.031365
185,252,2.5412,-0.03115
185,253,2.5489,-0.030993
185,254,2.5565,-0.030914
185,255,2.5649,-0.03018
185,256,2.5711,-0.030653
185,257,2.5783,-0.030401
185,258,2.5857,-0.030845
185,259,2.5928,-0.030856
185,260,2.5992,-0.030348
185,261,2.606,-0.030484
185,262,2.6129,-0.030638
185,263,2.6199,-0.031323
185,264,2.6265,-0.031215
185,265,2.6333,-0.031641
185,266,2.6406,-0.032902
185,267,2.6453,-0.032613
185,268,2.652,-0.032844
185,269,2.6586,-0.033715
185,270,2.6648,-0.034337
185.1,220,2.229,-0.044384
185.2,220,2.2289,-0.044399
185.3,220,2.2289,-0.044395
185.4,220,2.2288,-0.044392
185.5,220,2.2287,-0.04439
185.6,220,2.2287,-0.044382
185.7,220,2.2286,-0.04439
185.8,220,2.2286,-0.044386
185.9,220,2.2285,-0.04436
186,220,2.2284,-0.044381
186,221,2.2407,-0.044959
186,222,2.2525,-0.044613
186,223,2.264,-0.044179
186,224,2.2758,-0.04391
186,225,2.2873,-0.043542
186,226,2.2986,-0.043116
186,227,2.3098,-0.042659
186,228,2.3208,-0.04222
186,229,2.3312,-0.041696
186,230,2.3418,-0.04123
186,231,2.3529,-0.040644
186,232,2.3633,-0.040094
186,233,2.3735,-0.03958
186,234,2.3836,-0.038983
186,235,2.3935,-0.038385
186,236,2.4028,-0.038155
186,237,2.4128,-0.037303
186,238,2.4222,-0.0367
186,239,2.4316,-0.036211
186,240,2.4407,-0.035678
186,241,2.4496,-0.035113
186,242,2.4585,-0.034639
186,243,2.4674,-0.034494
186,244,2.4759,-0.033724
186,245,2.4844,-0.033284
186,246,2.4928,-0.032867
186,247,2.5012,-0.032465
186,248,2.5093,-0.032117
186,249,2.5172,-0.031796
186,250,2.5252,-0.031506
186,251,2.533,-0.031446
186,252,2.5407,-0.03109
186,253,2.5483,-0.030981
186,254,2.5559,-0.030819
186,255,2.5643,-0.030106
186,256,2.5706,-0.030491
186,257,2.5779,-0.030484
186,258,2.5851,-0.030759
186,259,2.5921,-0.030692
186,260,2.5988,-0.030624
186,261,2.6055,-0.030351
186,262,2.6124,-0.03073
186,263,2.6194,-0.031309
186,264,2.6259,-0.031169
186,265,2.633,-0.031988
186,266,2.64,-0.03275
186,267,2.6447,-0.032493
186,268,2.6503,-0.030433
186,269,2.6578,-0.033372
186,270,2.664,-0.033948
186.1,220,2.2284,-0.044374
186.2,220,2.2283,-0.044371
186.3,220,2.2283,-0.044372
186.4,220,2.2282,-0.044363
186.5,220,2.2281,-0.044366
186.6,220,2.2281,-0.044341
186.7,220,2.228,-0.044358
186.8,220,2.228,-0.044354
186.9,220,2.2279,-0.044351
187,220,2.2278,-0.044349
187,221,2.2401,-0.044946
187,222,2.2518,-0.044515
187,223,2.2636,-0.044233
187,224,2.2752,-0.043879
187,225,2.2864,-0.043392
187,226,2.298,-0.043092
187,227,2.3092,-0.042623
187,228,2.3202,-0.042208
187,229,2.3311,-0.04169
187,230,2.3418,-0.041193
187,231,2.3523,-0.040648
187,232,2.3627,-0.040071
